"method","method_family","tuning","beta","tv","fkl","rkl","mean_h_error","q0","expected_code","active_kernels_001","q_effective_kernels","n_kernels","stored_atoms","objective","rmse","logscore","rmse_gap","logscore_gap","kkt_residual","optimizer_status","optimizer_iterations","objective_change","raw_candidates","key_deduped_candidates","near_deduped_candidates","objective_consistent","status","error","scenario","rho","replication_id","mode","p","n_train","n_test","reference_object","reference_support_entropy","reference_support_n95","reference_mode","sampler","n_iter","burn","thin","n_chains","retained_draws","unique_supports","unique_group_states","top_support_mass","effective_support_count","mean_size","accept_rate","group_pip_max_range","group_pip_mean_range","split_rhat_max","split_rhat_median","ess_min","ess_median","group_pip_mcse_max","runtime_sec_reference","diagnostic_status","diagnostic_warning","runtime_sec"
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.0999946941090518,0.425324724153427,0.102715501434281,0,0.00553786768249482,29.4588043086184,76,6.55386546348756,125,124,1.01262075530312,1.28585214479961,-1.68007373443537,0.00032544792837963,-0.000279392728617545,0.0228712133562811,"objective_converged_kkt_warning",53,1.71518795610837e-06,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep003_reference_reliable_full_v2.rds",2.7460477804839,345,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,985,153,0.611666666666667,15.5809307776455,5.52811111111111,0.0429166666666667,0.0973333333333333,0.0240333333333333,1.10947552825514,1.00842085754893,136.516323907533,1563.35242947211,0.0177545309552135,21.6000000000004,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.113685442163095,0.2620790944191,0.0945419003361098,0,NA,78,NA,NA,NA,78,NA,1.28561278185293,-1.67987647497919,8.60849816972653e-05,-8.21332724318946e-05,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep003_reference_reliable_full_v2.rds",2.7460477804839,345,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,985,153,0.611666666666667,15.5809307776455,5.52811111111111,0.0429166666666667,0.0973333333333333,0.0240333333333333,1.10947552825514,1.00842085754893,136.516323907533,1563.35242947211,0.0177545309552135,21.6000000000004,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.123862041228979,0.28890881237897,0.100902851965433,0,NA,73,NA,NA,NA,73,NA,1.28558730160571,-1.67986838080192,6.06047344811067e-05,-7.40390951659009e-05,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep003_reference_reliable_full_v2.rds",2.7460477804839,345,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,985,153,0.611666666666667,15.5809307776455,5.52811111111111,0.0429166666666667,0.0973333333333333,0.0240333333333333,1.10947552825514,1.00842085754893,136.516323907533,1563.35242947211,0.0177545309552135,21.6000000000004,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,1.34102101134867,-1.73592366038771,0.0554943144774376,-0.0561293186809551,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep003_reference_reliable_full_v2.rds",2.7460477804839,345,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,985,153,0.611666666666667,15.5809307776455,5.52811111111111,0.0429166666666667,0.0973333333333333,0.0240333333333333,1.10947552825514,1.00842085754893,136.516323907533,1563.35242947211,0.0177545309552135,21.6000000000004,"pass","",0.0700000000000074
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,23,NA,NA,NA,23,NA,1.35244481530025,-1.77229127070462,0.0669181184290182,-0.0924969289978614,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep003_reference_reliable_full_v2.rds",2.7460477804839,345,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,985,153,0.611666666666667,15.5809307776455,5.52811111111111,0.0429166666666667,0.0973333333333333,0.0240333333333333,1.10947552825514,1.00842085754893,136.516323907533,1563.35242947211,0.0177545309552135,21.6000000000004,"pass","",0.0799999999999983
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,10,NA,1.51163627211653,-1.93755745751372,0.226109575245297,-0.257763115806965,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep003_reference_reliable_full_v2.rds",2.7460477804839,345,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,985,153,0.611666666666667,15.5809307776455,5.52811111111111,0.0429166666666667,0.0973333333333333,0.0240333333333333,1.10947552825514,1.00842085754893,136.516323907533,1563.35242947211,0.0177545309552135,21.6000000000004,"pass","",0.299999999999997
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.100589656456767,0.42680711573549,0.103098304494547,0,0.00551563346765626,29.3680115430559,90,33.2837475256234,357,356,1.01066227738106,1.29604212052906,-1.68378812389995,0.00378245826585766,-0.00225405645209831,0.118030585437707,"objective_converged_kkt_warning",51,1.90446933401311e-06,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep001_reference_reliable_full_v2.rds",4.22878215756078,653,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1357,176,0.238,68.6335963501644,5.46366666666667,0.056675,0.231666666666667,0.0425833333333333,1.07598940100304,1.00457436053242,150.555472862973,1617.221672649,0.0404206110575977,19.53,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.173999267615574,0.403166089092284,0.162703222150762,0,NA,250,NA,NA,NA,250,NA,1.29377521526368,-1.68231234943444,0.00151555300047868,-0.000778281986596241,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep001_reference_reliable_full_v2.rds",4.22878215756078,653,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1357,176,0.238,68.6335963501644,5.46366666666667,0.056675,0.231666666666667,0.0425833333333333,1.07598940100304,1.00457436053242,150.555472862973,1617.221672649,0.0404206110575977,19.53,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.198447704642466,0.506102775065076,0.194226014085623,0,NA,223,NA,NA,NA,223,NA,1.29374356272939,-1.68230384801544,0.00148390046619196,-0.000769780567591249,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep001_reference_reliable_full_v2.rds",4.22878215756078,653,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1357,176,0.238,68.6335963501644,5.46366666666667,0.056675,0.231666666666667,0.0425833333333333,1.07598940100304,1.00457436053242,150.555472862973,1617.221672649,0.0404206110575977,19.53,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,18,NA,NA,NA,18,NA,1.30617094119996,-1.69273920701982,0.0139112789367608,-0.0112051395719757,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep001_reference_reliable_full_v2.rds",4.22878215756078,653,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1357,176,0.238,68.6335963501644,5.46366666666667,0.056675,0.231666666666667,0.0425833333333333,1.07598940100304,1.00457436053242,150.555472862973,1617.221672649,0.0404206110575977,19.53,"pass","",0.0799999999999983
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,23,NA,NA,NA,23,NA,1.31809129715988,-1.70540109237159,0.0258316348966745,-0.0238670249237443,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep001_reference_reliable_full_v2.rds",4.22878215756078,653,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1357,176,0.238,68.6335963501644,5.46366666666667,0.056675,0.231666666666667,0.0425833333333333,1.07598940100304,1.00457436053242,150.555472862973,1617.221672649,0.0404206110575977,19.53,"pass","",0.0799999999999983
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,12,NA,1.51339867277249,-1.92445011332044,0.221139010509287,-0.242916045872596,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep001_reference_reliable_full_v2.rds",4.22878215756078,653,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1357,176,0.238,68.6335963501644,5.46366666666667,0.056675,0.231666666666667,0.0425833333333333,1.07598940100304,1.00457436053242,150.555472862973,1617.221672649,0.0404206110575977,19.53,"pass","",0.5
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.100943090443913,0.425281097914556,0.103438706599409,0,0.00554574494181836,30.9434595799005,108,12.3128005789269,148,147,1.04163965009386,1.23948105123033,-1.64844196515939,-0.000743596772991628,0.000556405840465901,0.0257373224706425,"objective_converged_kkt_warning",54,1.91571024643622e-06,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep002_reference_reliable_full_v2.rds",3.26828896089958,284,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,845,123,0.360555555555556,26.266358106167,5.83027777777778,0.041875,0.0656666666666667,0.01855,1.02668468637662,1.00314524196846,181.819433240501,1798.1632602728,0.00947150373253213,20.77,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.238649565607989,0.348952763675359,0.169126517301379,0,NA,114,NA,NA,NA,114,NA,1.23690725312738,-1.64479227340657,-0.00331739487594462,0.00420609759328894,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep002_reference_reliable_full_v2.rds",3.26828896089958,284,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,845,123,0.360555555555556,26.266358106167,5.83027777777778,0.041875,0.0656666666666667,0.01855,1.02668468637662,1.00314524196846,181.819433240501,1798.1632602728,0.00947150373253213,20.77,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.377296528443807,0.660050013600663,0.352344177599905,0,NA,83,NA,NA,NA,83,NA,1.23519624058137,-1.642199428192,-0.00502840742194866,0.00679894280786009,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep002_reference_reliable_full_v2.rds",3.26828896089958,284,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,845,123,0.360555555555556,26.266358106167,5.83027777777778,0.041875,0.0656666666666667,0.01855,1.02668468637662,1.00314524196846,181.819433240501,1798.1632602728,0.00947150373253213,20.77,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,12,NA,1.28193610850613,-1.69731012028408,0.0417114605028051,-0.0483117492842182,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep002_reference_reliable_full_v2.rds",3.26828896089958,284,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,845,123,0.360555555555556,26.266358106167,5.83027777777778,0.041875,0.0656666666666667,0.01855,1.02668468637662,1.00314524196846,181.819433240501,1798.1632602728,0.00947150373253213,20.77,"pass","",0.0800000000000125
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,36,NA,NA,NA,36,NA,1.32748533027432,-1.92841202164056,0.0872606822709987,-0.279413650640705,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep002_reference_reliable_full_v2.rds",3.26828896089958,284,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,845,123,0.360555555555556,26.266358106167,5.83027777777778,0.041875,0.0656666666666667,0.01855,1.02668468637662,1.00314524196846,181.819433240501,1798.1632602728,0.00947150373253213,20.77,"pass","",0.0799999999999983
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,13,NA,NA,NA,13,NA,1.41389485727371,-1.97715649701848,0.173670209270392,-0.328158126018619,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep002_reference_reliable_full_v2.rds",3.26828896089958,284,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,845,123,0.360555555555556,26.266358106167,5.83027777777778,0.041875,0.0656666666666667,0.01855,1.02668468637662,1.00314524196846,181.819433240501,1798.1632602728,0.00947150373253213,20.77,"pass","",0.439999999999998
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.0994481619131249,0.425148877516271,0.102498806524208,0,0.00553653164222337,29.1891323056407,96,9.27433408185202,154,153,1.00670427282027,1.2867810481218,-1.67316108106245,8.75104878030886e-05,-3.75271826702495e-06,0.0311456469663962,"objective_converged_kkt_warning",51,1.80747122335845e-06,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep003_reference_reliable_full_v2.rds",3.07243266864768,455,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1229,250,0.549833333333333,21.5943707791322,5.45827777777778,0.054825,0.0783333333333333,0.0323,1.07327048794716,1.00585141195688,145.618752915384,1384.78452180592,0.00912210146648728,20.9299999999994,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.163763610772737,0.468592409623352,0.134941154518329,0,NA,91,NA,NA,NA,91,NA,1.28648533154509,-1.67300216977503,-0.000208206088907925,0.000155158569159042,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep003_reference_reliable_full_v2.rds",3.07243266864768,455,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1229,250,0.549833333333333,21.5943707791322,5.45827777777778,0.054825,0.0783333333333333,0.0323,1.07327048794716,1.00585141195688,145.618752915384,1384.78452180592,0.00912210146648728,20.9299999999994,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.189909483489894,0.594224430371972,0.172061617923164,0,NA,79,NA,NA,NA,79,NA,1.28642587505758,-1.67296169823543,-0.000267662576414196,0.000195630108752676,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep003_reference_reliable_full_v2.rds",3.07243266864768,455,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1229,250,0.549833333333333,21.5943707791322,5.45827777777778,0.054825,0.0783333333333333,0.0323,1.07327048794716,1.00585141195688,145.618752915384,1384.78452180592,0.00912210146648728,20.9299999999994,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,13,NA,NA,NA,13,NA,1.33263579744621,-1.71343787160231,0.045942259812213,-0.0402805432581257,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep003_reference_reliable_full_v2.rds",3.07243266864768,455,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1229,250,0.549833333333333,21.5943707791322,5.45827777777778,0.054825,0.0783333333333333,0.0323,1.07327048794716,1.00585141195688,145.618752915384,1384.78452180592,0.00912210146648728,20.9299999999994,"pass","",0.0699999999999932
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,23,NA,NA,NA,23,NA,1.36314712685363,-1.74209867292171,0.076453589219639,-0.0689413445775251,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep003_reference_reliable_full_v2.rds",3.07243266864768,455,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1229,250,0.549833333333333,21.5943707791322,5.45827777777778,0.054825,0.0783333333333333,0.0323,1.07327048794716,1.00585141195688,145.618752915384,1384.78452180592,0.00912210146648728,20.9299999999994,"pass","",0.0799999999999983
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,1.50130517317811,-1.86038283590709,0.214611635544117,-0.187225507562907,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p90_rep003_reference_reliable_full_v2.rds",3.07243266864768,455,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1229,250,0.549833333333333,21.5943707791322,5.45827777777778,0.054825,0.0783333333333333,0.0323,1.07327048794716,1.00585141195688,145.618752915384,1384.78452180592,0.00912210146648728,20.9299999999994,"pass","",0.489999999999995
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.0982899153837969,0.420421313106512,0.101286832156774,0,0.00553216939557915,29.2250220276289,71,6.06314336617007,71,70,1.0031195252862,1.27980481602276,-1.66665866038174,-0.000806807196016335,0.000713639216858741,0.186643541915687,"objective_converged_kkt_warning",52,6.4018530832044e-07,NA,NA,NA,NA,"ok",NA,"one_representative",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p70_rep001_reference_reliable_full_v2.rds",2.54402181079742,130,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,526,98,0.607333333333333,12.7307688926634,5.41188888888889,0.0347916666666667,0.086,0.0219166666666667,1.05661883999923,1.00553724626053,175.144725057857,1794.91257242563,0.0119858070512038,12.18,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.074345315398877,0.0923639466777685,0.0544988930942519,0,NA,82,NA,NA,NA,82,NA,1.28024233830317,-1.66707251366725,-0.000369284915602508,0.00029978593135449,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"one_representative",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p70_rep001_reference_reliable_full_v2.rds",2.54402181079742,130,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,526,98,0.607333333333333,12.7307688926634,5.41188888888889,0.0347916666666667,0.086,0.0219166666666667,1.05661883999923,1.00553724626053,175.144725057857,1794.91257242563,0.0119858070512038,12.18,"pass","",NA
